a,b,c,d,0
2 pokojowe mieszkanie Bielany ul. Broniewskiego,405000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-bielany-ul-broniewskiego/1008246026080911378860309,2020-10-21 09:14,0
"3 pokoje, Bielany ul Wrzeciono",479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-wrzeciono/1008244972280911378860309,2020-10-21 01:14,0
"3 pokoje, Bielany ul Wrzeciono",497000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-wrzeciono/1008244841090911378860309,2020-10-20 22:14,0
3-pokojowe wśród drzew na Bielanach,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-wsrod-drzew-na-bielanach/1008244407460912407250109,2020-10-20 20:14,0
2 pokojowe blisko Metro Młociny,390000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-blisko-metro-mlociny/1008243772570912407250109,2020-10-20 18:14,0
3 pokoje z oddzielną kuchnią! Dwustronne! METRO!,449900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-z-oddzielna-kuchnia-dwustronne-metro/1008243536350912407250109,2020-10-20 17:14,0
3-pokojowe z widokiem na zieleń na Bielanach,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-z-widokiem-na-zielen-na-bielanach/1008242935440912407250109,2020-10-20 16:14,0
3-POKOJOWE | BLISKO METRO |,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-blisko-metro/1008242449540912407250109,2020-10-20 15:14,0
"3 pokoje, Bielany ul Perzyńskiego",520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-perzynskiego/1008249698120911378860309,2020-10-21 09:29,0
"3 pokoje, 47 m kw., ul. Antyczna, Bielany",479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-47-m-kw-ul-antyczna-bielany/1008249177220912450050109,2020-10-21 15:29,0
Funkcjonalne mieszkanie przy metrze,479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/funkcjonalne-mieszkanie-przy-metrze/1008248134490912101150209,2020-10-21 12:29,0
3-pokojowe wśród drzew na Bielanach,460000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-wsrod-drzew-na-bielanach/1008244407460912407250109,2020-10-20 20:29,0
* METRO!! OD ZARAZ!! CICHE! *,445000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/metro-od-zaraz-ciche/1008254473860911379840409,2020-10-22 13:16,0
"Niski blok, cegła, ciche, osiedle zamknięte!!!!!",445000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/niski-blok-cegla-ciche-osiedle-zamkniete/1008253460840911404720309,2020-10-22 11:16,0
Bezpośrednio LUX - Bielany ul. Marymoncka 147 wyposażone po remoncie.,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-lux-+-bielany-ul-marymoncka-147-wyposazone-po-remoncie/1008252966870911263518209,2020-10-22 10:16,0
2-pokojowe blisko metra -Bielany-Wawrzyszew,390000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-blisko-metra-+bielany+wawrzyszew/1008253092430912395010109,2020-10-22 10:16,0
Idealne mieszkanko na START lub INWESTYCYJNIE !!!,260000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/idealne-mieszkanko-na-start-lub-inwestycyjnie/1008253092320910568283509,2020-10-22 10:16,0
Bielany M. Dąbrowskiej 3 pokoje Sprzedaż,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-m-dabrowskiej-3-pokoje-sprzedaz/1008251665040912605730009,2020-10-22 03:16,0
2 pokojowe mieszkanie z miejscem garażowym (MS-642),495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-z-miejscem-garazowym-ms+642/1008249985230912472146409,2020-10-21 17:16,0
Trzypokojowe mieszkanie - Chomiczówka,485000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-+-chomiczowka/1008256095030912506060109,2020-10-22 16:19,0
2 POKOJOWE NA CHOMICZÓWCE,435000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-na-chomiczowce/1008262000800912407250109,2020-10-23 17:40,0
2 pokojowe mieszkanie na Bielanach - Chomiczówka,545000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-na-bielanach-+-chomiczowka/1008261647460912660883309,2020-10-23 16:40,0
2-pokojowe na Bielanach!,399000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-na-bielanach/1008261175670912407250109,2020-10-23 14:40,0
2 pokojowe blisko Metro Wawrzyszew,390000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-blisko-metro-wawrzyszew/1008260675830912407250109,2020-10-23 13:40,0
* METRO!! 3 POKOJE! PIWNICA! SPOKÓJ!*,479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/metro-3-pokoje-piwnica-spokoj/1008260448750911379840409,2020-10-23 12:40,0
Super okazja  mieszkanie przy lesie Bielańskim!,478000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/super-okazja-mieszkanie-przy-lesie-bielanskim/1008259888300912684964809,2020-10-23 11:40,0
Oddzielny pokój na Jelonkach ul. Puszczy Solskiej Zobacz !,451000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/oddzielny-pokoj-na-jelonkach-ul-puszczy-solskiej-zobacz/1008259144080910472612709,2020-10-23 09:40,0
3 pokoje Bielany ul. Antyczna,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-antyczna/1008257791150911378860309,2020-10-22 23:40,0
Zamieszkaj na swoim lub zainwestuj i zarabiaj na wynajmie. Sprawdź!,420000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/zamieszkaj-na-swoim-lub-zainwestuj-i-zarabiaj-na-wynajmie-sprawdz/1008257558040911340518009,2020-10-22 21:40,0
Trzy pokoje ul. Pabla Nerudy,449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzy-pokoje-ul-pabla-nerudy/1008264396020912450050009,2020-10-24 10:28,0
"1 pokój, Bielany ul Duracza",280000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-duracza/1008262852230911378860309,2020-10-23 21:28,0
Mieszkanie Warszawa Bielany 55m2 (nr: 493764),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-493764/1008262341860912099690009,2020-10-23 18:28,0
2 oddzielne pokoje na Bielanach,519000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-oddzielne-pokoje-na-bielanach/1008266779440912530030109,2020-10-24 21:03,0
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E84),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e84/1008270940610911447620009,2020-10-26 06:47,0
* Okazja 3 Pokoje Piękny Widok Świetna Lokalizacja*,435000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/okazja-3-pokoje-piekny-widok-swietna-lokalizacja/1008269300220911379840409,2020-10-25 15:47,0
Trzypokojowe/ czteropokojowe na Bielanach,460000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-czteropokojowe-na-bielanach/1008276749670910471901909,2020-10-26 18:47,0
Okazja! Super rozkład | Zielona okolica | Metro!,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/okazja-super-rozklad-zielona-okolica-metro/1008275680790911379840409,2020-10-26 15:47,0
trzypokojowe mieszkanie blisko metra młociny,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-blisko-metra-mlociny/1008275260920912659251409,2020-10-26 14:47,0
Sprzedma kawalwerkę na Bielanych przy Sokratesa 13D ,390000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedma-kawalwerke-na-bielanych-przy-sokratesa-13d/1008275214570910471214109,2020-10-26 14:47,0
Piękne mieszkanie świeżo po remoncie ,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/piekne-mieszkanie-swiezo-po-remoncie/1008274579980912684964809,2020-10-26 13:47,0
2 pokojowe obok Metra Wawrzyszew -OKAZJA !,399000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-obok-metra-wawrzyszew-+okazja/1008278663470912407250109,2020-10-27 07:19,0
Trzypokojowe mieszkanie 10 minut do metra,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-10-minut-do-metra/1008278037630912407960109,2020-10-27 05:19,0
3 POKOJE NIEDALEKO METRA NA BIELANACH,479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-niedaleko-metra-na-bielanach/1008281710650912407250109,2020-10-26 21:33,0
Mieszkanie Warszawa Bielany 56m2 (nr: 86936/3645/OMS),505000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-86936-3645-oms/1008281161300910535030709,2020-10-27 12:33,0
2 pokojowe mieszkanie Bielany ul. Leopolda Staffa,395000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-bielany-ul-leopolda-staffa/1008281912880911378860309,2020-10-27 13:54,0
"Literacka,Niski budynek,3 pokoje",465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/literacka-niski-budynek-3-pokoje/1008281761540910468341409,2020-10-27 13:54,0
Mieszkanie na sprzedaż,420000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-na-sprzedaz/1008289584750912407960109,2020-10-27 21:13,0
Sprzdam bezpośrednio .,380000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzdam-bezposrednio/1008288919920910474744909,2020-10-28 16:13,0
Trzypokojowe mieszkanie na Bielanach,535000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-na-bielanach/1008288771480911355524009,2020-10-28 15:13,0
Twoje mieszkanie przy metrze Słodowiec Zobacz !,445000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/twoje-mieszkanie-przy-metrze-slodowiec-zobacz/1008288233270910472612709,2020-10-28 13:13,0
"M3 PRZY METRZE WAWRZYSZEW, PERFEKCYJNY UKŁAD !",459000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-przy-metrze-wawrzyszew-perfekcyjny-uklad/1008291055440912590090009,2020-10-29 03:28,0
"63 METRY, 3 niezależne pokoje, oddzielna kuchnia.",509000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/63-metry-3-niezalezne-pokoje-oddzielna-kuchnia/1008290971640912450050109,2020-10-29 01:28,0
"Bezpośrednio! Kasprowicza, 54m2, KW, METRO! ",540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-kasprowicza-54m2-kw-metro/1008294101690910473517609,2020-10-29 13:28,0
"ŚWIETNA LOKALIZACJA * BALKON, PIWNICA*",449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/swietna-lokalizacja-balkon-piwnica/1008294143580911379840409,2020-10-29 12:28,0
5 pokoi Bielany 100m od metra Młociny! Gotowiec inwestycyjny!,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/5-pokoi-bielany-100m-od-metra-mlociny-gotowiec-inwestycyjny/1008294063990912407250109,2020-10-29 12:28,0
"M3 TOP LOKALIZACJA, METRO WAWRZYSZEW, WIDNA KUCHNIA",449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-top-lokalizacja-metro-wawrzyszew-widna-kuchnia/1008296742570912590090009,2020-10-29 20:56,0
Sprzedam bezpośrednio 2 pokojowe mieszkanie Warszawa Bielany,415000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-bezposrednio-2-pokojowe-mieszkanie-warszawa-bielany/1008296375720910731001109,2020-10-29 20:56,0
"M3 TOP LOKALIZACJA, METRO WAWRZYSZEW,WIDNA KUCHNIA",449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-top-lokalizacja-metro-wawrzyszew-widna-kuchnia/1008296404650911052204109,2020-10-29 20:56,0
"47m, 3 pokoje z kuchnią, balkon, piwnica, 500m od metra Wawrzyszew Bielany ",479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/47m-3-pokoje-z-kuchnia-balkon-piwnica-500m-od-metra-wawrzyszew-bielany/1008296000420912113271609,2020-10-29 18:56,0
3 pokoje na Bielanach! gotowe do zamieszkania!,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-na-bielanach-gotowe-do-zamieszkania/1008295766680911341374709,2020-10-29 16:56,0
BRONIEWSKIEGO 50 m,431000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/broniewskiego-50-m/1008300051960912101220009,2020-10-30 13:14,0
Mieszkanie Warszawa Bielany 55m2 (nr: 494120),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-494120/1008299538990912099690009,2020-10-30 12:14,0
"3-POKOJOWE MIESZKANIE 56 M2, Z BALKONEM",495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-56-m2-z-balkonem/1008299302640912672828909,2020-10-30 11:14,0
Bielany. Przy metrze. Umeblowane. Sprzęt RTV i AGD w cenie. W pobliżu AWF oraz UKSW. Las Bielanski ,369000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-umeblowane-sprzet-rtv-i-agd-w-cenie-w-poblizu-awf-oraz-uksw-las-bielanski/1008298861340910771905009,2020-10-30 10:14,0
3 pokojowe na Bielanach- METRO!,500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-na-bielanach+-metro/1008297612830912395010109,2020-10-30 08:14,0
Sprzedam mieszkanie bezposrednio,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-mieszkanie-bezposrednio/1008064376570912673870209,2020-11-01 11:00,0
"Bielany. Przy metrze. Umeblowane wraz ze sprzętem RTV i AGD w cenie. W pobliżu las,  AWF oraz UKSW",369000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-w-poblizu-las-awf-oraz-uksw/1008306108780910771905009,2020-11-01 09:00,0
"Lokal na sprzedaż, Warszawa, Bielany, Chomiczówka",550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/lokal-na-sprzedaz-warszawa-bielany-chomiczowka/1007500713080912579127609,2020-11-01 02:00,0
M3 W SERCU BIELAN PRZY METRZE WAWRZYSZEW,459000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-w-sercu-bielan-przy-metrze-wawrzyszew/1008305573800912590090009,2020-10-31 22:00,0
"M3 W SERCU BIELAN PRZY METRZE WAWRZYSZEW, TYLKO 8150ZŁ/M2",459000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-w-sercu-bielan-przy-metrze-wawrzyszew-tylko-8150zl-m2/1008305379680911052204109,2020-10-31 22:00,0
3 pokojowe mieszkanie Bielany ul. Balzaka,530000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-bielany-ul-balzaka/1008311095640911378860309,2020-11-02 08:52,0
"Bielany. Przy metrze. Umeblowane wraz ze sprzętem RTV i AGD w cenie. W pobliżu las, AWF oraz UKSW ",369000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-w-poblizu-las-awf-oraz-uksw/1008311329030910771905009,2020-11-02 08:52,0
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E85),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e85/1008310270840911447620009,2020-11-02 06:52,0
Mieszkanko na Bielanach 100 m do metra,250000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanko-na-bielanach-100-m-do-metra/1008308957680912709917609,2020-11-01 19:52,0
Ciche 3 pokoje z balkonem!,499900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/ciche-3-pokoje-z-balkonem/1008315981220912407250109,2020-11-02 19:10,0
Inwestycyjne 4 pokoje!,420000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/inwestycyjne-4-pokoje/1008315762600912407250109,2020-11-02 18:10,0
5 min.do metra,469000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/5-min-do-metra/1008315590370912671850109,2020-11-02 17:10,0
"Warszawa, Bielany, Stefana Żeromskiego",440000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/warszawa-bielany-stefana-zeromskiego/1008315490250912407960109,2020-11-02 17:10,0
 55m2 | Metro Wawrzyszew M1 ,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/55m2-metro-wawrzyszew-m1/1008314916360910495893209,2020-11-02 16:10,0
2 POK. BLISKO LASU BIELAŃSKIEGO,409000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pok-blisko-lasu-bielanskiego/1008322081290912450050009,2020-11-03 15:46,0
3 Pokoje / Stare Bielany / Od zaraz,425000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-stare-bielany-od-zaraz/1008320629290911379840409,2020-11-03 12:46,0
"Do Adaptacji, Metro Słodowiec, Winda, Balkon",500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/do-adaptacji-metro-slodowiec-winda-balkon/1008319140340912439590009,2020-11-03 09:46,0
3 pokojowe mieszkanie na Bielanach,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-na-bielanach/1008317131740912407250109,2020-11-03 02:46,0
Mieszkanie do własnej aranżacji ul. Pabla Nerudy,429000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-do-wlasnej-aranzacji-ul-pabla-nerudy/1008330613710912450050009,2020-11-03 10:53,0
3 pokoje 48.60mkw METRO MŁOCINY!,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-48-60mkw-metro-mlociny/1008330468170912407250109,2020-11-04 20:53,0
Mieszkanie Warszawa Bielany 56m2 (nr: 31469/4508/OMS),489000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-31469-4508-oms/1008329699740912395010109,2020-11-04 19:53,0
3-pokojowe mieszkanie z balkonem (MS-619),449999,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-z-balkonem-ms+619/1008088244280912472146409,2020-11-04 19:53,0
3 pokojowe mieszkanie Bielany ul. Przy Agorze,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-bielany-ul-przy-agorze/1008329618890911378860309,2020-11-04 18:53,0
Mieszkanie Warszawa Bielany 55m2 (nr: 494486),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-494486/1008329653570912099690009,2020-11-04 18:53,0
3 pokoje na Bielanach,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-na-bielanach/1008329527180912710620009,2020-11-04 16:53,0
WIDNE* UMEBLOWANE* 7 MIN--->METRO,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/widne-umeblowane-7-min+++-metro/1008329098710911379840409,2020-11-04 16:53,0
"Bielany, Wawrzyszew , 56.8m2, 3 pok",495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-wawrzyszew-56-8m2-3-pok/1008328799460910944378109,2020-11-04 15:53,0
3 POKOJOWE MIESZKANIE PRZY STACJI METRA,469000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-przy-stacji-metra/1008328767290912407250109,2020-11-04 14:53,0
"3 pokoje, Bielany ul Przy Agorze",490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-przy-agorze/1008328374680911378860309,2020-11-04 14:53,0
Gotowe do wprowadzenia mieszkanie na Bielanach ok. 600m od Metra,490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/gotowe-do-wprowadzenia-mieszkanie-na-bielanach-ok-600m-od-metra/1008326262180912712426109,2020-11-04 11:53,0
3 POKOJE W NISKIM BLOKU NA BIELANACH !!!,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-w-niskim-bloku-na-bielanach/1008326694340910468774209,2020-11-04 10:53,0
DWIE KAWALERKI na Bielanach Inwestycyjnie,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/dwie-kawalerki-na-bielanach-inwestycyjnie/1008324849970911355524009,2020-11-04 08:53,0
Mieszkanie Warszawa Bielany 56.8m2 (nr: 31476/4508/OMS),520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-31476-4508-oms/1008333051790912395010109,2020-11-05 04:58,0
"3 pokoje, umeblowane, blisko metro",549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-umeblowane-blisko-metro/1008332937730911341374709,2020-11-04 13:58,0
2 pokojowe w świetnej lokalizacji Galeria Młociny,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-w-swietnej-lokalizacji-galeria-mlociny/1008330708550912407250109,2020-11-04 22:58,0
Metro|Balkon|Po remoncie|KW|Zieleń|Jasne,489000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/metro-balkon-po-remoncie-kw-zielen-jasne/1008335909550911379840409,2020-11-05 15:22,0
Dwustronne! 3 pokoje na Bielanach!,449900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/dwustronne-3-pokoje-na-bielanach/1008335873330912407250109,2020-11-05 15:22,0
Mieszkanie Warszawa Bielany 56m2 (nr: 87233/3645/OMS),480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-87233-3645-oms/1008333662350910535030709,2020-11-05 11:23,0
"Rozkładowe, 3-pokojowe mieszkanie na warszawskich Bielanach",475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-3+pokojowe-mieszkanie-na-warszawskich-bielanach/1008001132080912390782409,2020-11-06 10:57,0
"1/2... domu, 200 m2 - 250 000 zł....",250000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-2-domu-200-m2-+-250-000-zl/1007285024130911475101809,2020-11-06 07:57,0
"Przestronne, komfortowe mieszkanie na Wawrzyszewie",530000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przestronne-komfortowe-mieszkanie-na-wawrzyszewie/1008337572930912407250109,2020-11-05 23:57,0
42mkw z balkonem na BIELANACH!,405000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/42mkw-z-balkonem-na-bielanach/1008337493570912407250109,2020-11-05 22:57,0
2-pokojowe mieszkanie na Bielanach,379000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-mieszkanie-na-bielanach/1008337239810912407250109,2020-11-05 20:57,0
2-pokojowe do zamieszkania na Bielanach,549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-do-zamieszkania-na-bielanach/1008337075380912407250109,2020-11-05 19:57,0
2-pokojowe.Metro Słodowiec.Po remoncie.,498000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-metro-slodowiec-po-remoncie/1008336878500912407250109,2020-11-05 19:57,0
Trzypokojowe mieszkanie blisko Lasu,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-blisko-lasu/1008341723380912506060109,2020-11-05 22:17,0
"Kamienica|Wysokie 2, 85|Balkon|Metro|Stare Bielany",415000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/kamienica-wysokie-2-85-balkon-metro-stare-bielany/1008341552990911379840409,2020-11-05 14:17,0
3-pokojowe mieszkanie na warszawskich Bielanach,525000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-na-warszawskich-bielanach/1008341496390912395010109,2020-11-06 14:17,0
 Mieszkanie przy metrze Młociny na Bielanach może być Twoje ,478000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-przy-metrze-mlociny-na-bielanach-moze-byc-twoje/1008341185120912679713609,2020-11-06 13:17,0
Mieszkanie 2-pokojowe,470000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-2+pokojowe/1008341078140912407250109,2020-11-06 13:17,0
